22860,21119,19366,18497,17946,17286,16969,16694,16796,16467,16311,16952,16252,16309,16026,16309,16035,15917,15894,15888,16280,15934,15729,15717,15900,15956,15688,15362,15578,15802,15436,15697,15861,15731,15701,15753,15671,15409,15883,16080,15624,15999,15715,16107,15641,16176,16140,16128,16143,16163,16454,16553,16516,16797,16359,16818,16757,16986,17363,17575,17754,18526,19518,21759
21636,23294,21161,19252,18497,17592,17570,17105,17004,16796,16540,16819,16370,16483,15857,16462,16107,15910,15954,16048,16092,16057,15844,15889,15537,16139,15628,15397,15689,15477,15453,15376,15627,15691,15734,15713,15589,15960,16075,15976,15762,16027,15625,15769,15656,16012,16079,15891,16111,16062,15869,16435,16343,16474,16251,16566,16745,17042,17222,17163,17693,17895,18936,19933
19598,21707,22966,21247,19079,18065,17774,17324,17278,16811,16582,16698,16636,16389,16020,16355,15954,16097,15894,15943,16345,15831,15512,15738,15740,15741,15631,15350,15466,15531,15114,15288,15437,15452,15432,15693,15422,15698,15828,15936,15308,15754,15310,15765,15419,15911,15792,15694,15968,15941,16085,16217,16413,16341,16322,16562,16534,16888,16978,16975,17104,17404,17898,18639
18718,19507,21779,23202,21327,19179,18557,17754,17664,17123,17036,17151,16638,17023,16288,16637,16302,16172,16092,16125,16205,16153,15997,16101,15902,15798,15789,15524,15593,15868,15523,15785,15750,15737,15884,15827,15902,15739,16001,16029,15872,15866,15661,15881,15690,16368,16060,15765,15999,16154,16247,16454,16455,16376,16277,16299,16519,16867,17128,16841,16928,17354,17965,18362
18056,18728,19821,21856,22998,21041,19241,18194,17927,17344,17130,17110,16768,16730,16362,16931,16325,16143,16127,16124,16241,16064,15866,15807,15851,15967,15771,15265,15787,15565,15413,15479,15590,15780,15679,15664,15763,15628,15948,15938,15596,15811,15817,15836,15644,16097,16001,15948,16093,15687,15948,16283,16539,16226,16051,16409,16338,16613,16714,16587,16481,17239,17501,17918
17700,17983,18590,19899,21652,23012,21243,19126,18658,17870,17618,17586,17173,17072,16480,16732,16558,16275,15896,16378,16530,16321,15973,16124,15872,16210,15754,15414,15847,15693,15694,15518,15917,15955,15830,15608,15849,15777,15875,16226,15828,15871,15769,15919,15602,16387,15947,15710,16182,15796,15929,16371,16292,16094,16094,16196,16242,16464,16846,16572,16508,16845,17325,17736
17231,17893,18383,18934,19589,21549,23357,21438,19174,18538,18039,18025,17400,17271,16841,16939,16465,16643,16329,16182,16613,16340,16431,16220,15882,16189,15675,15518,15822,15987,15653,15706,15860,15963,15567,15816,15790,16070,16022,16037,15579,16072,15548,15789,15532,16271,15834,15915,15886,15758,16178,16279,16505,16355,16115,16197,16290,16557,16512,16474,16560,16554,17290,17375
16940,17331,17845,18065,18560,19487,21768,23174,21427,19149,18420,18199,17199,17396,16691,16858,16743,16704,16424,16371,16679,16308,15977,16047,15620,16337,15828,15387,15752,16023,15490,15653,15889,15946,15646,15833,15553,15755,15963,15917,15764,15968,15528,15982,15499,15950,15877,15830,15774,15938,15901,16226,16094,16216,15978,16339,16183,16200,16592,16238,16460,16389,16709,16912
16998,17280,17514,17900,18148,18654,19686,21668,23481,21201,19457,18741,17902,17713,17225,17100,16716,16731,16616,16505,17015,16328,16089,16070,16021,16130,15971,15716,15929,15755,15739,15680,15776,15982,15810,15778,15822,15790,15954,16010,15619,15851,15554,15842,15504,16166,15710,15606,15814,15788,16029,16301,16091,15882,15821,16064,16078,16316,16447,16318,16322,16453,16887,16977
16880,17297,17489,17654,17958,18286,18993,19566,22045,23058,21736,19949,18533,18363,17492,17728,17360,17131,16705,16853,16925,16834,16401,16319,16228,16449,16052,15894,16045,16126,15846,15668,16298,16089,15974,16076,16021,15673,16237,16154,15641,15894,15861,16197,15650,16325,16040,15910,16000,16007,16183,16166,16349,16152,16074,16184,16134,16369,16421,16434,16322,16463,16657,16854
